hub_match_id,home_team,away_team,kickoff,provider_name,provider_event_id,home_era,home_whip,home_ops,home_bullpen_era,away_era,away_whip,away_ops,away_bullpen_era
043fa077-1902-4de5-be3e-218134dd59dd,ATL Braves,TOR Blue Jays,2026-06-04 16:43:26+00:00,bet365_betsapi,195731196,,,,,,,,
